context,question,answer_start,answer_text,language
"एडम्स ने डोंडा वेस्ट के परिवार को शोक भेजा, लेकिन गोपनीयता का हवाला देते हुए प्रक्रिया पर सार्वजनिक रूप से चर्चा करने से इनकार कर दिया। सेलिब्रिटी अटॉर्नी एड मैकफेरसन के माध्यम से पश्चिम के परिवार ने अपनी मृत्यु के बाद रोगी गोपनीयता का उल्लंघन करने के लिए एडम्स और अबूलियन के खिलाफ मेडिकल बोर्ड के साथ शिकायत दर्ज की। एडम्स पहले मेडिकल बोर्ड द्वारा जांच के तहत थे। वह 20 नवंबर, 2007 को लैरी किंग लाइव पर दिखाई दिए, लेकिन बोलने से पहले छोड़ दिया। दो दिन बाद, वह अपने वकील के साथ फिर से दिखाई दिए, जिसमें कहा गया कि वह वहां ""खुद की रक्षा"" के लिए था। उन्होंने कहा कि हाल ही में जारी ऑटोप्सी परिणाम ""खुद के लिए बात की""। फाइनल कोरोनर की रिपोर्ट 10 जनवरी, 2008 ने निष्कर्ष निकाला कि डोंडा वेस्ट की मृत्यु हो गई ""कोरोनरी धमनी रोग और कई पोस्ट-ऑपरेटिव कारकों के कारण या लिपोसक्शन और मैमोप्लास्टी के परिणामस्वरूप""।",एडम्स और अबूलियन के खिलाफ शिकायत दर्ज करने के लिए पश्चिम का परिवार किस कारण से हुआ?,219,रोगी गोपनीयता का उल्लंघन,hindi
"एडम्स ने डोंडा वेस्ट के परिवार को शोक भेजा, लेकिन गोपनीयता का हवाला देते हुए प्रक्रिया पर सार्वजनिक रूप से चर्चा करने से इनकार कर दिया। सेलिब्रिटी अटॉर्नी एड मैकफेरसन के माध्यम से पश्चिम के परिवार ने अपनी मृत्यु के बाद रोगी गोपनीयता का उल्लंघन करने के लिए एडम्स और अबूलियन के खिलाफ मेडिकल बोर्ड के साथ शिकायत दर्ज की। एडम्स पहले मेडिकल बोर्ड द्वारा जांच के तहत थे। वह 20 नवंबर, 2007 को लैरी किंग लाइव पर दिखाई दिए, लेकिन बोलने से पहले छोड़ दिया। दो दिन बाद, वह अपने वकील के साथ फिर से दिखाई दिए, जिसमें कहा गया कि वह वहां ""खुद की रक्षा"" के लिए था। उन्होंने कहा कि हाल ही में जारी ऑटोप्सी परिणाम ""खुद के लिए बात की""। फाइनल कोरोनर की रिपोर्ट 10 जनवरी, 2008 ने निष्कर्ष निकाला कि डोंडा वेस्ट की मृत्यु हो गई ""कोरोनरी धमनी रोग और कई पोस्ट-ऑपरेटिव कारकों के कारण या लिपोसक्शन और मैमोप्लास्टी के परिणामस्वरूप""।",क्या दिखाए गए एडम्स ने "खुद की रक्षा" की?,386,लैरी किंग लाइव,hindi
"एडम्स ने डोंडा वेस्ट के परिवार को शोक भेजा, लेकिन गोपनीयता का हवाला देते हुए प्रक्रिया पर सार्वजनिक रूप से चर्चा करने से इनकार कर दिया। सेलिब्रिटी अटॉर्नी एड मैकफेरसन के माध्यम से पश्चिम के परिवार ने अपनी मृत्यु के बाद रोगी गोपनीयता का उल्लंघन करने के लिए एडम्स और अबूलियन के खिलाफ मेडिकल बोर्ड के साथ शिकायत दर्ज की। एडम्स पहले मेडिकल बोर्ड द्वारा जांच के तहत थे। वह 20 नवंबर, 2007 को लैरी किंग लाइव पर दिखाई दिए, लेकिन बोलने से पहले छोड़ दिया। दो दिन बाद, वह अपने वकील के साथ फिर से दिखाई दिए, जिसमें कहा गया कि वह वहां ""खुद की रक्षा"" के लिए था। उन्होंने कहा कि हाल ही में जारी ऑटोप्सी परिणाम ""खुद के लिए बात की""। फाइनल कोरोनर की रिपोर्ट 10 जनवरी, 2008 ने निष्कर्ष निकाला कि डोंडा वेस्ट की मृत्यु हो गई ""कोरोनरी धमनी रोग और कई पोस्ट-ऑपरेटिव कारकों के कारण या लिपोसक्शन और मैमोप्लास्टी के परिणामस्वरूप""।",अंतिम कोरोनर की रिपोर्ट किस दिन दिखाती है कि डोंडा को हृदय रोग और सर्जरी से जटिलताओं से मृत्यु हो गई?,640,"10 जनवरी, 2008",hindi
"डोंडा वेस्ट के लिए अंतिम संस्कार और दफन 20 नवंबर, 2007 को ओकलाहोमा शहर में आयोजित किया गया था। पश्चिम ने 22 नवंबर को लंदन में ओ 2 में अंतिम संस्कार के बाद अपना पहला संगीत कार्यक्रम खेला। उन्होंने ""हे मामा"" के प्रदर्शन को समर्पित किया, साथ ही साथ अपनी मां को ""नो स्टॉप स्टॉप '"" के कवर के एक कवर को समर्पित किया, और अंधेरे दौरे में अपनी चमक की अन्य सभी तिथियों पर ऐसा किया।",डोंडा पश्चिम का अंतिम संस्कार किस दिन था?,40,"20 नवंबर, 2007",hindi
"डोंडा वेस्ट के लिए अंतिम संस्कार और दफन 20 नवंबर, 2007 को ओकलाहोमा शहर में आयोजित किया गया था। पश्चिम ने 22 नवंबर को लंदन में ओ 2 में अंतिम संस्कार के बाद अपना पहला संगीत कार्यक्रम खेला। उन्होंने ""हे मामा"" के प्रदर्शन को समर्पित किया, साथ ही साथ अपनी मां को ""नो स्टॉप स्टॉप '"" के कवर के एक कवर को समर्पित किया, और अंधेरे दौरे में अपनी चमक की अन्य सभी तिथियों पर ऐसा किया।",उसकी माँ की मृत्यु के बाद कन्या का पहला संगीत कार्यक्रम किस दिन था?,105,22 नवंबर,hindi
"न्यूजीलैंड में दिसंबर 2008 के प्रेस कॉन्फ्रेंस में, पश्चिम ने पहली बार अपनी मां की मौत के बारे में बात की थी। उन्होंने कहा, ""यह एक हाथ और एक पैर खोने और इसके माध्यम से चलने की कोशिश कर रहा था"", उन्होंने संवाददाताओं से कहा।",कन्या ने पहली बार अपनी माँ की मौत पर क्या कहा?,0,न्यूजीलैंड,hindi
"न्यूजीलैंड में दिसंबर 2008 के प्रेस कॉन्फ्रेंस में, पश्चिम ने पहली बार अपनी मां की मौत के बारे में बात की थी। उन्होंने कहा, ""यह एक हाथ और एक पैर खोने और इसके माध्यम से चलने की कोशिश कर रहा था"", उन्होंने संवाददाताओं से कहा।",कन्या वेस्ट ने पहली बार अपनी माँ की मौत के बारे में बात की?,0,न्यूजीलैंड,hindi
"कैलिफ़ोर्निया के गवर्नर अर्नोल्ड श्वार्ज़नेगर ने ""डोंडा वेस्ट लॉ"" पर हस्ताक्षर किए, कानून जो रोगियों के लिए वैकल्पिक कॉस्मेटिक सर्जरी के लिए चिकित्सा निकासी प्रदान करने के लिए अनिवार्य बनाता है।",अर्नोल्ड श्वार्ज़नेगर द्वारा पारित कानून का नाम क्या था?,49,"""डोंडा वेस्ट लॉ""",hindi
"दिसंबर 2006 में, रॉबर्ट ""इवेल"" कीवेल ने पश्चिम के वीडियो में ""टच द आकाश"" के लिए ट्रेडमार्क उल्लंघन के लिए पश्चिम मुकदमा दायर किया। Knievele ने एक ""यौन चार्ज वीडियो"" के साथ मुद्दा लिया जिसमें पश्चिम ""Evel Kanyevel"" के व्यक्तित्व पर लेता है और एक घाटी पर एक रॉकेट उड़ाने का प्रयास करता है। सूट ने knievel के ट्रेडमार्क नाम और समानता पर उल्लंघन का दावा किया। Knievel ने यह भी दावा किया कि वीडियो में ""अश्लील और आक्रामक"" छवियों ने अपनी प्रतिष्ठा को क्षतिग्रस्त कर दिया। सूट ने मौद्रिक क्षति मांगी और वीडियो के वितरण को रोकने के लिए निषेधाज्ञा मांगी। वेस्ट के वकील ने तर्क दिया कि संगीत वीडियो व्यंग्य की राशि है और इसलिए पहले संशोधन के तहत कवर किया गया था। नवंबर 2007 में उनकी मृत्यु से कुछ दिन पहले, चतुर ने पश्चिम से यात्रा का भुगतान करने के बाद सूट को सुलझाया, ""मैंने सोचा कि वह एक अद्भुत लड़का और काफी सज्जन था।",जब चतुर ने पश्चिम के साथ तर्क का निपटारा किया?,653,नवंबर 2007,hindi
"11 सितंबर, 2008 को, पश्चिम और उनके सड़क प्रबंधक / अंगरक्षक डॉन ""डॉन सी। ""लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर क्रॉली को गिरफ्तार कर लिया गया था और पापराज़ी के साथ एक विचलन के बाद गुंडागर्दी बर्बरता के आरोप में बुक किया गया था जिसमें पश्चिम और क्रॉली ने फोटोग्राफर के कैमरे को तोड़ दिया था। बाद में पश्चिम को $20,000 बैल बॉन्ड पर कल्वर सिटी में लॉस एंजिल्स पुलिस विभाग के प्रशांत डिवीजन स्टेशन से रिहा कर दिया गया। 26 सितंबर, 2008 को, लॉस एंजिल्स काउंटी जिला अटॉर्नी के कार्यालय ने कहा कि यह घटना पर पश्चिम के खिलाफ गुंडागर्दी की गणना नहीं करेगा। इसके बजाय केस फाइल को सिटी अटॉर्नी के कार्यालय में भेज दिया गया था, जिसने पश्चिम में दुष्कर्मी बर्बरता की एक गिनती के साथ चार्ज किया था, ग्रैंड चोरी की एक गिनती और बैटरी की एक गिनती और 18 मार्च, 2009 को प्रत्येक की तीन गिनती थी। पश्चिम और क्रॉली के अर्जुन को 14 अप्रैल, 2009 की मूल तिथि से देरी हुई थी।",2008 में कन्या को गिरफ्तार किया गया था?,182,गुंडागर्दी,hindi
"11 सितंबर, 2008 को, पश्चिम और उनके सड़क प्रबंधक / अंगरक्षक डॉन ""डॉन सी। ""लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर क्रॉली को गिरफ्तार कर लिया गया था और पापराज़ी के साथ एक विचलन के बाद गुंडागर्दी बर्बरता के आरोप में बुक किया गया था जिसमें पश्चिम और क्रॉली ने फोटोग्राफर के कैमरे को तोड़ दिया था। बाद में पश्चिम को $20,000 बैल बॉन्ड पर कल्वर सिटी में लॉस एंजिल्स पुलिस विभाग के प्रशांत डिवीजन स्टेशन से रिहा कर दिया गया। 26 सितंबर, 2008 को, लॉस एंजिल्स काउंटी जिला अटॉर्नी के कार्यालय ने कहा कि यह घटना पर पश्चिम के खिलाफ गुंडागर्दी की गणना नहीं करेगा। इसके बजाय केस फाइल को सिटी अटॉर्नी के कार्यालय में भेज दिया गया था, जिसने पश्चिम में दुष्कर्मी बर्बरता की एक गिनती के साथ चार्ज किया था, ग्रैंड चोरी की एक गिनती और बैटरी की एक गिनती और 18 मार्च, 2009 को प्रत्येक की तीन गिनती थी। पश्चिम और क्रॉली के अर्जुन को 14 अप्रैल, 2009 की मूल तिथि से देरी हुई थी।",कय्ये का जमानत बांड कितना था?,311,"$20,000 ",hindi
"11 सितंबर, 2008 को, पश्चिम और उनके सड़क प्रबंधक / अंगरक्षक डॉन ""डॉन सी। ""लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर क्रॉली को गिरफ्तार कर लिया गया था और पापराज़ी के साथ एक विचलन के बाद गुंडागर्दी बर्बरता के आरोप में बुक किया गया था जिसमें पश्चिम और क्रॉली ने फोटोग्राफर के कैमरे को तोड़ दिया था। बाद में पश्चिम को $20,000 बैल बॉन्ड पर कल्वर सिटी में लॉस एंजिल्स पुलिस विभाग के प्रशांत डिवीजन स्टेशन से रिहा कर दिया गया। 26 सितंबर, 2008 को, लॉस एंजिल्स काउंटी जिला अटॉर्नी के कार्यालय ने कहा कि यह घटना पर पश्चिम के खिलाफ गुंडागर्दी की गणना नहीं करेगा। इसके बजाय केस फाइल को सिटी अटॉर्नी के कार्यालय में भेज दिया गया था, जिसने पश्चिम में दुष्कर्मी बर्बरता की एक गिनती के साथ चार्ज किया था, ग्रैंड चोरी की एक गिनती और बैटरी की एक गिनती और 18 मार्च, 2009 को प्रत्येक की तीन गिनती थी। पश्चिम और क्रॉली के अर्जुन को 14 अप्रैल, 2009 की मूल तिथि से देरी हुई थी।",किस दिन लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर कन्या वेस्ट को गिरफ्तार किया गया था?,0,"11 सितंबर, 2008",hindi
"11 सितंबर, 2008 को, पश्चिम और उनके सड़क प्रबंधक / अंगरक्षक डॉन ""डॉन सी। ""लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर क्रॉली को गिरफ्तार कर लिया गया था और पापराज़ी के साथ एक विचलन के बाद गुंडागर्दी बर्बरता के आरोप में बुक किया गया था जिसमें पश्चिम और क्रॉली ने फोटोग्राफर के कैमरे को तोड़ दिया था। बाद में पश्चिम को $20,000 बैल बॉन्ड पर कल्वर सिटी में लॉस एंजिल्स पुलिस विभाग के प्रशांत डिवीजन स्टेशन से रिहा कर दिया गया। 26 सितंबर, 2008 को, लॉस एंजिल्स काउंटी जिला अटॉर्नी के कार्यालय ने कहा कि यह घटना पर पश्चिम के खिलाफ गुंडागर्दी की गणना नहीं करेगा। इसके बजाय केस फाइल को सिटी अटॉर्नी के कार्यालय में भेज दिया गया था, जिसने पश्चिम में दुष्कर्मी बर्बरता की एक गिनती के साथ चार्ज किया था, ग्रैंड चोरी की एक गिनती और बैटरी की एक गिनती और 18 मार्च, 2009 को प्रत्येक की तीन गिनती थी। पश्चिम और क्रॉली के अर्जुन को 14 अप्रैल, 2009 की मूल तिथि से देरी हुई थी।",कन्या वेस्ट के खिलाफ आरोप दायर किए गए थे?,182,गुंडागर्दी,hindi
"11 सितंबर, 2008 को, पश्चिम और उनके सड़क प्रबंधक / अंगरक्षक डॉन ""डॉन सी। ""लॉस एंजिल्स अंतरराष्ट्रीय हवाई अड्डे पर क्रॉली को गिरफ्तार कर लिया गया था और पापराज़ी के साथ एक विचलन के बाद गुंडागर्दी बर्बरता के आरोप में बुक किया गया था जिसमें पश्चिम और क्रॉली ने फोटोग्राफर के कैमरे को तोड़ दिया था। बाद में पश्चिम को $20,000 बैल बॉन्ड पर कल्वर सिटी में लॉस एंजिल्स पुलिस विभाग के प्रशांत डिवीजन स्टेशन से रिहा कर दिया गया। 26 सितंबर, 2008 को, लॉस एंजिल्स काउंटी जिला अटॉर्नी के कार्यालय ने कहा कि यह घटना पर पश्चिम के खिलाफ गुंडागर्दी की गणना नहीं करेगा। इसके बजाय केस फाइल को सिटी अटॉर्नी के कार्यालय में भेज दिया गया था, जिसने पश्चिम में दुष्कर्मी बर्बरता की एक गिनती के साथ चार्ज किया था, ग्रैंड चोरी की एक गिनती और बैटरी की एक गिनती और 18 मार्च, 2009 को प्रत्येक की तीन गिनती थी। पश्चिम और क्रॉली के अर्जुन को 14 अप्रैल, 2009 की मूल तिथि से देरी हुई थी।",कन्या के बांड की डॉलर की राशि क्या थी?,311,"$20,000 ",hindi
"पश्चिम को 14 नवंबर, 2008 को फिर से गेट्सहेड के पास हिल्टन होटल में फिर से गिरफ्तार किया गया था, जिसमें न्यूकैसल पर न्यूकैसल में प्रसिद्ध टुप टप पैलेस नाइटक्लब के बाहर एक फोटोग्राफर शामिल था।। एक पुलिस प्रवक्ता के अनुसार, उन्हें बाद में ""आगे की कार्रवाई के साथ"" जारी किया गया।",कन्या की दूसरी गिरफ्तारी की तारीख क्या थी?,10,"14 नवंबर, 2008",hindi
"पश्चिम को 14 नवंबर, 2008 को फिर से गेट्सहेड के पास हिल्टन होटल में फिर से गिरफ्तार किया गया था, जिसमें न्यूकैसल पर न्यूकैसल में प्रसिद्ध टुप टप पैलेस नाइटक्लब के बाहर एक फोटोग्राफर शामिल था।। एक पुलिस प्रवक्ता के अनुसार, उन्हें बाद में ""आगे की कार्रवाई के साथ"" जारी किया गया।",जहाँ दूसरी बार कन्या को गिरफ्तार किया गया था?,35,गेट्सहेड के पास हिल्टन होटल,hindi
"19 जुलाई, 2013 को, वेस्ट लक्स छोड़ रहा था क्योंकि वह दर्जनों पपराज़ी से घिरा हुआ था। पश्चिम एक फोटोग्राफर के रूप में तेजी से उत्तेजित हो गया, डैनियल रामोस ने उनसे पूछा कि क्यों लोगों को उनकी उपस्थिति में बात करने की इजाजत नहीं थी। पश्चिम तब कहता है, ""मैंने तुमसे कहा था कि तुम मुझसे बात मत करो, ठीक है। आप मुझे परेशानी में लाने की कोशिश कर रहे हैं, इसलिए मैं आप पर चोरी करता हूं और आपको $ 250,000 और गंदगी की तरह भुगतान करना होगा। ""फिर उसने कथित तौर पर उस आदमी का आरोप लगाया और उसे और उसके कैमरे को पकड़ लिया। टीएमजेड द्वारा कब्जा कर लिया गया घटना, एक महिला आवाज को पश्चिम को रोकने के लिए कहने से पहले कुछ सेकंड के लिए हुई थी। पश्चिम ने तब आदमी को छोड़ दिया, और उसका कैमरा, और दृश्य से दूर चला गया। बाद में फ़ोटोग्राफ़र की ओर से ध्यान देने के लिए कहा गया था। यह रिपोर्ट की गई थी कि इस मामले के पीछे फेलोनी ने डकैती का प्रयास किया था। हालांकि, आरोपों को दुर्व्यवहार करने वाले आपराधिक बैटरी में कमी आई और ग्रैंड चोरी का प्रयास किया। मार्च 2014 में, पश्चिम को दुष्कर्मी बैटरी सजा के लिए दो साल की प्रोबेशन की सजा सुनाई गई थी और 24 गुस्से प्रबंधन सत्रों में भाग लेने के लिए आवश्यक था, 250 घंटे की सामुदायिक सेवा निष्पादित करें और रामोस को पुनर्स्थापन का भुगतान करें।",Paparazzi सदस्य ने 2013 में LAX पर कान्या पर हमला किया?,143,डैनियल रामोस,hindi
"19 जुलाई, 2013 को, वेस्ट लक्स छोड़ रहा था क्योंकि वह दर्जनों पपराज़ी से घिरा हुआ था। पश्चिम एक फोटोग्राफर के रूप में तेजी से उत्तेजित हो गया, डैनियल रामोस ने उनसे पूछा कि क्यों लोगों को उनकी उपस्थिति में बात करने की इजाजत नहीं थी। पश्चिम तब कहता है, ""मैंने तुमसे कहा था कि तुम मुझसे बात मत करो, ठीक है। आप मुझे परेशानी में लाने की कोशिश कर रहे हैं, इसलिए मैं आप पर चोरी करता हूं और आपको $ 250,000 और गंदगी की तरह भुगतान करना होगा। ""फिर उसने कथित तौर पर उस आदमी का आरोप लगाया और उसे और उसके कैमरे को पकड़ लिया। टीएमजेड द्वारा कब्जा कर लिया गया घटना, एक महिला आवाज को पश्चिम को रोकने के लिए कहने से पहले कुछ सेकंड के लिए हुई थी। पश्चिम ने तब आदमी को छोड़ दिया, और उसका कैमरा, और दृश्य से दूर चला गया। बाद में फ़ोटोग्राफ़र की ओर से ध्यान देने के लिए कहा गया था। यह रिपोर्ट की गई थी कि इस मामले के पीछे फेलोनी ने डकैती का प्रयास किया था। हालांकि, आरोपों को दुर्व्यवहार करने वाले आपराधिक बैटरी में कमी आई और ग्रैंड चोरी का प्रयास किया। मार्च 2014 में, पश्चिम को दुष्कर्मी बैटरी सजा के लिए दो साल की प्रोबेशन की सजा सुनाई गई थी और 24 गुस्से प्रबंधन सत्रों में भाग लेने के लिए आवश्यक था, 250 घंटे की सामुदायिक सेवा निष्पादित करें और रामोस को पुनर्स्थापन का भुगतान करें।",उस आदमी का नाम क्या था जो पश्चिम के बाहर पश्चिम में परेशान था कि पश्चिम में हमला किया?,143,डैनियल रामोस,hindi
"19 जुलाई, 2013 को, वेस्ट लक्स छोड़ रहा था क्योंकि वह दर्जनों पपराज़ी से घिरा हुआ था। पश्चिम एक फोटोग्राफर के रूप में तेजी से उत्तेजित हो गया, डैनियल रामोस ने उनसे पूछा कि क्यों लोगों को उनकी उपस्थिति में बात करने की इजाजत नहीं थी। पश्चिम तब कहता है, ""मैंने तुमसे कहा था कि तुम मुझसे बात मत करो, ठीक है। आप मुझे परेशानी में लाने की कोशिश कर रहे हैं, इसलिए मैं आप पर चोरी करता हूं और आपको $ 250,000 और गंदगी की तरह भुगतान करना होगा। ""फिर उसने कथित तौर पर उस आदमी का आरोप लगाया और उसे और उसके कैमरे को पकड़ लिया। टीएमजेड द्वारा कब्जा कर लिया गया घटना, एक महिला आवाज को पश्चिम को रोकने के लिए कहने से पहले कुछ सेकंड के लिए हुई थी। पश्चिम ने तब आदमी को छोड़ दिया, और उसका कैमरा, और दृश्य से दूर चला गया। बाद में फ़ोटोग्राफ़र की ओर से ध्यान देने के लिए कहा गया था। यह रिपोर्ट की गई थी कि इस मामले के पीछे फेलोनी ने डकैती का प्रयास किया था। हालांकि, आरोपों को दुर्व्यवहार करने वाले आपराधिक बैटरी में कमी आई और ग्रैंड चोरी का प्रयास किया। मार्च 2014 में, पश्चिम को दुष्कर्मी बैटरी सजा के लिए दो साल की प्रोबेशन की सजा सुनाई गई थी और 24 गुस्से प्रबंधन सत्रों में भाग लेने के लिए आवश्यक था, 250 घंटे की सामुदायिक सेवा निष्पादित करें और रामोस को पुनर्स्थापन का भुगतान करें।",कितने घंटे की सामुदायिक सेवा ने कान्ये को प्राप्त किया?,390,250,hindi
"एल्बम द कॉलेज ड्रॉपआउट से अपने गीत ""जीसस वॉक"" की सफलता के बाद, पश्चिम को उनकी मान्यताओं पर सवाल उठाया गया और कहा, ""मैं कहूंगा कि मैं आध्यात्मिक हूं। मैंने यीशु को अपने उद्धारकर्ता के रूप में स्वीकार कर लिया है। और मैं कहूंगा कि मैं हर दिन छोटा हो जाता हूं। ""हाल ही में, सितंबर 2014 में, पश्चिम ने अपने संगीत कार्यक्रमों में से एक के दौरान खुद को एक ईसाई के रूप में संदर्भित किया।",कन्या की धार्मिक मान्यताओं क्या हैं?,349,ईसाई,hindi
"एल्बम द कॉलेज ड्रॉपआउट से अपने गीत ""जीसस वॉक"" की सफलता के बाद, पश्चिम को उनकी मान्यताओं पर सवाल उठाया गया और कहा, ""मैं कहूंगा कि मैं आध्यात्मिक हूं। मैंने यीशु को अपने उद्धारकर्ता के रूप में स्वीकार कर लिया है। और मैं कहूंगा कि मैं हर दिन छोटा हो जाता हूं। ""हाल ही में, सितंबर 2014 में, पश्चिम ने अपने संगीत कार्यक्रमों में से एक के दौरान खुद को एक ईसाई के रूप में संदर्भित किया।","""जीसस वॉक"" किसान के एल्बम पर था?",8,कॉलेज ड्रॉपआउट,hindi
"एल्बम द कॉलेज ड्रॉपआउट से अपने गीत ""जीसस वॉक"" की सफलता के बाद, पश्चिम को उनकी मान्यताओं पर सवाल उठाया गया और कहा, ""मैं कहूंगा कि मैं आध्यात्मिक हूं। मैंने यीशु को अपने उद्धारकर्ता के रूप में स्वीकार कर लिया है। और मैं कहूंगा कि मैं हर दिन छोटा हो जाता हूं। ""हाल ही में, सितंबर 2014 में, पश्चिम ने अपने संगीत कार्यक्रमों में से एक के दौरान खुद को एक ईसाई के रूप में संदर्भित किया।","2014 के सितंबर, कन्या ने अपने संगीत कार्यक्रमों में से एक के दौरान खुद को एक कहा?",349,ईसाई,hindi
"पश्चिम इक्कीसवीं शताब्दी के सबसे समीक्षकों द्वारा प्रशंसित कलाकारों में से एक है, संगीत आलोचकों, प्रशंसकों, साथी संगीतकारों, कलाकारों, और उनके काम के लिए व्यापक सांस्कृतिक आंकड़ों से प्रशंसा प्राप्त करता है। AllMusic संपादक जेसन Birchmeier अपने प्रभाव के बारे में लिखते हैं, क्योंकि 21 वीं शताब्दी की शुरुआत में अपने करियर की प्रगति हुई, पश्चिम रैपर्स के बारे में कुछ रूढ़िवादिता बिखरी हुई, अपनी उपस्थिति, उसके बयानबाजी, या उसके संगीत को किसी एक संगीत के अनुरूप करने के लिए अपने स्वयं के शब्दों पर सुपरस्टार बन गयाढालना। ""न्यूयॉर्क टाइम्स के जॉन कैरमेनिक ने कहा कि पश्चिम"" विवाद के लिए एक लगातार बिजली की छड़ी है, एक बमबारी का आंकड़ा जो अपनी उपलब्धियों के बीच दो राष्ट्रपतियों को रैंकिंग कर सकता है, साथ ही पुरस्कार शो में एक विश्वसनीय डिस्प्लेप्टिक उपस्थिति के साथ (जब वह उन्हें भाग लेता है)। ""ग्राम वॉयस मीडिया के वरिष्ठ संपादक बेन वेस्टहॉफ ने उन्हें हर समय सबसे बड़ा हिप हॉप कलाकार कहा, लिखते हुए कि"" उन्होंने सबसे अच्छा एल्बम बनाया है और गेम को सबसे ज्यादा बदल दिया है, और उसका संगीत सबसे ज्यादा सहन करने की संभावना है, ""जटिल ने उसे बुलाया 21 वीं शताब्दी का ""किसी भी शैली के किसी भी कला रूप का सबसे महत्वपूर्ण कलाकार। ""गार्जियन ने पश्चिम से डेविड बॉवी की तुलना की है, जिसमें तर्क दिया गया है कि"" कोई और नहीं है जो पश्चिम के रूप में कई रिकॉर्ड बेच सकते हैं (30 मीटर-विषम एल्बम बिक्री और गिनती) जबकि सांस्कृतिक रूप से और राजनीतिक रूप से चीजों को हल करने में सक्षम हैं।",कैन्या को 21 वीं शताब्दी के कलाकार के रूप में कैसे देखा जाता है?,28,सबसे समीक्षकों द्वारा प्रशंसित,hindi
"पश्चिम इक्कीसवीं शताब्दी के सबसे समीक्षकों द्वारा प्रशंसित कलाकारों में से एक है, संगीत आलोचकों, प्रशंसकों, साथी संगीतकारों, कलाकारों, और उनके काम के लिए व्यापक सांस्कृतिक आंकड़ों से प्रशंसा प्राप्त करता है। AllMusic संपादक जेसन Birchmeier अपने प्रभाव के बारे में लिखते हैं, क्योंकि 21 वीं शताब्दी की शुरुआत में अपने करियर की प्रगति हुई, पश्चिम रैपर्स के बारे में कुछ रूढ़िवादिता बिखरी हुई, अपनी उपस्थिति, उसके बयानबाजी, या उसके संगीत को किसी एक संगीत के अनुरूप करने के लिए अपने स्वयं के शब्दों पर सुपरस्टार बन गयाढालना। ""न्यूयॉर्क टाइम्स के जॉन कैरमेनिक ने कहा कि पश्चिम"" विवाद के लिए एक लगातार बिजली की छड़ी है, एक बमबारी का आंकड़ा जो अपनी उपलब्धियों के बीच दो राष्ट्रपतियों को रैंकिंग कर सकता है, साथ ही पुरस्कार शो में एक विश्वसनीय डिस्प्लेप्टिक उपस्थिति के साथ (जब वह उन्हें भाग लेता है)। ""ग्राम वॉयस मीडिया के वरिष्ठ संपादक बेन वेस्टहॉफ ने उन्हें हर समय सबसे बड़ा हिप हॉप कलाकार कहा, लिखते हुए कि"" उन्होंने सबसे अच्छा एल्बम बनाया है और गेम को सबसे ज्यादा बदल दिया है, और उसका संगीत सबसे ज्यादा सहन करने की संभावना है, ""जटिल ने उसे बुलाया 21 वीं शताब्दी का ""किसी भी शैली के किसी भी कला रूप का सबसे महत्वपूर्ण कलाकार। ""गार्जियन ने पश्चिम से डेविड बॉवी की तुलना की है, जिसमें तर्क दिया गया है कि"" कोई और नहीं है जो पश्चिम के रूप में कई रिकॉर्ड बेच सकते हैं (30 मीटर-विषम एल्बम बिक्री और गिनती) जबकि सांस्कृतिक रूप से और राजनीतिक रूप से चीजों को हल करने में सक्षम हैं।",अभिभावक द्वारा की तुलना में किस प्रसिद्ध अंग्रेजी कलाकार कन्या थे?,1144,डेविड बॉवी,hindi
