label	review
pos	
pos	"the only historical figure that has been written about more than william shakespeare is jesus christ , which explains why the bard's materials are such a popular source for remakes , revisions , rewrites , inspiration , subtlety , credit , and dispute . 
indeed , in recent years , american contemporary cinema has been swamped with a wash of shakespearean products . 
including this year's upcoming a midsummer night's dream , shakespeare's material has been the cause for twenty-six big screen productions since 1990 . 
but for a change of pace , mrs . 
brown director john madden gives us a story of the bard himself in the wonderfully vibrant shakespeare in love . 
marc norman and tom stoppard's story is largely fantasy , although as the viewer soon learns , shakespeare in love is not a movie that takes itself seriously . 
 ( will shakespeare of the 1590's would've been married to anne hathaway , and he would've had a teenage daughter and two young sons ; here he is a bachelor played by joseph fiennes . ) will is a writer struggling to come up with a great play , and his current comedy in the works -- "" romeo and ethel , the pirate's daughter "" -- just doesn't quite seem right . 
with the help of the great writer christopher marlowe ( rupert everett ) , and the inspiration of true love with noblewoman viola de lesseps ( gwyneth paltrow ) , he changes things around and writes one of his greatest tragedies , "" romeo and juliet . "" 
the love story between will and viola loosely parallels the story of romeo and juliet , to great effect . 
fiennes and paltrow develop a sexy chemistry as the two lovers which gives the movie much momentum ; this momentum smoothes out the bumps in the unfinished and largely unsuccessful comedy . 
the supporting roles are well filled out , from geoffrey rush as will's worrisome agent , philip , to tom wilkinson as the producer hugh fennyman . 
even ben affleck , leading the troupe of actors , manages to make a favorable impression ; and judi dench lends some brief moments of screen time as queen elizabeth i . gwyneth paltrow is by far , however , the standout of the lot , creating a large percentage of the forementioned vibrance . 
the story is well-crafted if nothing else , although it has dangerous moments where it flirts with the "" let's make a movie "" -genre . 
the dialogue is breezy and lighthearted , and certainly accessible by the audience's lowest common denominator . 
there's something for everyone in this romantic comedy , making it prime date flick material . 
although certainly not inspiring in any regard , it revels in a wholesome , well-rounded atmosphere that has been absent in many of 1998's pictures ; the true-love story is one of the best around . 
certainly recommendable when the traditional slew of indifferent year's-open releases is just around the corner . 
"
neg	"preposterous religious action film ( produced by the trinity broadcasting network ) about a code hidden within the text of the bible that when deciphered will lead to the end of the world ( nice of those bible authors to put a doomsday code into the most read book ever eh ? ) . 
michael york plays a millionaire diplomat who breaks the code and sets out to become god on earth and fulfill the doomsday prophecies , while casper van dien ( terribly miscast and giving an awful performance as a result ) plays the atheist motivational speaker who must stop him . 
michael ironside ( great as always , despite the silly film surrounding him ) plays a fallen priest and right hand man to michael york's character . 
here's some subtle character development you may have missed pertaining to ironside's character . 
now despite the fact that we see him murder a man in the opening scene , the filmmakers aren't quite sure if their audience will understand that he is evil . 
how do they fix that ? 
make specific efforts to show that his character is the only one in the film who smokes ! 
there are lots of ominous shots of michael ironside smoking . . . 
oooooo scary . 
but even that wasn't enough for the filmmakers apparently , as they later have to infer that ironside's character is gay ! 
it comes out of nowhere and just makes no sense . 
my main problem with this film is that , despite the silly story ( which could have been pulled off . . . 
anything can be made believable if executed correctly ) , the events of the film aren't shown with any sense of urgency or importance . 
for example , at one point york's character is declared chancellor of the world or something , and we see one brief , cheesy news report about it . 
the movie keeps telling us that the apocalypse is coming , but it never seems that way . 
there's no "" world reaction "" to anything . 
the omega code is available on dvd from goodtimes home video . 
it contains the film in the original theatrical aspect ratio of 1 . 85 : 1 , and includes the original theatrical trailer , a documentary on the making of the film , production notes , and cast and crew information . 
the documentary runs about 25 minutes and is actually surprisingly good ( it looks as though it was made for broadcast on tbn ) , and it does a comprehensive job of interviewing practically everyone in the cast and crew ( with the exception of michael ironside , unfortunately ) . 
the best thing about it is that whenever crew members are interviewed , they do an excellent job of explaining their profession and exactly what it is they do on a movie set . 
most documentaries tend to overlook this . 
doomsday expert hal lindsey is even interviewed ( you'll remember his documentary from the 1970's called the late great planet earth , where lindsey speculated that jimmy carter might actually be the antichrist ) . 
however , at the very beginning of the documentary the producers of the film managed to get on my bad side . 
when interviewed they actually have the nerve to say "" ever see raiders of the lost ark ? 
well , our film is like that ! "" 
no it isn't . 
not by a long shot . 
[pg-13] 
"
pos	"catherine deane ( jennifer lopez ) is a psychologist who has been hired to participate in a project where she can enter the minds of comatose victims and try to interact with their subconscious in an attempt to wake them up . 
she has been experiencing moderate success with a young boy in a coma , but the boy's parents aren't happy with the apparent lack of progress and the toll of her job is having adverse affects on her regular life . 
as if trying to assure the boy's parents wasn't hard enough on her , a new development arises that furthers the strain on deane's mental faculties . 
a vicious serial killer named carl stargher ( vincent d'onofrio ) has been kidnapping women , locking them in an automated cell that drowns them slowly in a matter of days , then soaking the corpses in bleach to turn them into life-sized dolls . 
just after kidnapping his latest victim and locking her in the cell , stargher has a traumatic experience that triggers a schizophrenic virus in his brain and causes him to sink in an eternal catatonia . 
the police , led by fbi agent peter novak ( vince vaughn ) are able to locate stargher by some clues he left while dumping his previous victim's body , but they feel all hope is lost for his current victim due to his vegetative state . 
in a last ditch attempt , they ask deane and the scientists that created the project to undergo the frightening task of entering stargher's mind to try and find the location of the victim locked in the deadly cell . . . 
a cell which will completely fill with water in the next 40 hours ! 
initial reports about this film described it as a cross between the silence of the lambs and the matrix . 
while it does share some characteristics with both films ( particularly the first forty minutes , which seem almost like a condensed version of lambs ) , the cell also seems to contain elements of dreamscape and brainstorm . 
the buzz around this project is that first-time feature film director tarsem singh ( who won many awards for his video of r . e . m . 's "" losing my religion "" ) wanted a script that he could fashion images out of instead of a cohesive story , and a good portion of this film supports that theory . 
despite the borrowed elements from the aforementioned films and a script that contains several logically questionable moments , the cell does feature some remarkable imagery . 
all of the sequences where we delve into someone's mind are incredibly beautiful ( including the dank mind of stargher , whose thoughts are reminiscent of an h . r . giger painting come to life mixed with a tool music video ) , proving that singh is as adept at filming strange and wonderful images as his acclaim would lead us to believe . 
the first sequence that takes place in stargher's mind is by far the best , featuring one of the most ingenious traps i've ever seen in a film ( involving a horse , which no one seeing this film will probably forget ) , a zoo-like display of stargher's victims which are animated like marionettes , and stargher himself in a giant purple cape that spans the walls of his mental throne room . 
if the film had continued within this dirty monstrous world i would have deemed the film brilliant , but alas , the sequences only become more silly as they go along ( despite a painful nipple ring removal later in the film ) . 
the cast is basically just an excuse for there to be some moderate plot semblance during the parade of images , but at least vincent d'onofrio turns in his usual bizarre and psychotic performance ( magnified by ten , thanks to the environment in which the film has been placed ) . 
in my opinion , d'onofrio was one of the best creepy actors i have ever seen in a film , but his film choices as of late have been so completely awful ( i . e . - 
the newton boys , feeling minnesota , the thirteenth floor , and the velocity of gary ) that i have begun to rethink my initial assessment of him . 
the character of stargher is an excellent role for him though , and will probably lead to a bit of typecasting for him . 
detractors of violence and disturbing images will want to stay far away from this film , as it contains heavy doses of both . 
besides the nipple ring removal i mention above , there is also stargher's penchant for hanging suspended off of the floor by the rings that pierce his back and legs ( prior to his catatonia and capture ) which will have audiences recoiling . 
a sequence where catherine enters stargher's mind and finds him recreating the disemboweling of his first victim is also pretty disquieting . 
one moment also features a character having his intestines slowly removed from his body by an old fashioned hand cranked spit-like device . 
as a narrative film , the cell is sorely lacking . 
as a collection of images though , the cell is extremely well done . 
although the latter sequences in the film contain fewer disturbing imagery than the first half , singh has done what he supposedly set out to do : make a film solely for the purpose of stringing some remarkable images together . 
unfortunately , a well-written script should have been considered too , because without it the cell just seems like any other music video we could see on mtv ( provided , of course , that mtv allowed for the use of graphic violence and language in music videos ) . 
"
pos	"john sayles' "" men with guns "" is about what happens to a society when brute force and constant threat of violence are the only means of gaining and maintaining power . 
the film takes place in an unnamed central american country , where the men with guns are the rulers . 
most of the country is divided into tiny segments - some are controlled by guerrillas with guns , some are controlled by army soldiers with guns , and all the spaces in-between are controlled by thieves , bandits , and terrorists . 
all people not fitting one of those descriptions are defined only by their powerlessness . 
however , like so many central american countries , this one also features modernity . 
there is an unnamed capital city that bears all the hallmarks of contemporary civilization : skyscrapers , hospitals , televisions , highways , etc . but , it might as well be in another country because those who live in the comforts of the city have either decided to ignore the violence ravaging the rest of the land , or else they are simply ignorant of it . 
the film's main character , dr . fuentes ( federico luppi ) falls into the latter category . 
one of his patients , an army general , describes him as the most educated man he has ever met , and also the most naive . 
fuentes is a true liberal , a caring man who thinks he can cure the ills of his country by fighting bacteria and ignorance among the indigenous indians . 
with government assistance , he has trained a large group of eager young medical students and sent them into the rainforest to cure and educate . 
this program was to be his legacy , and he repeats over and over that it was a good idea . 
however , when he ventures into that same rainforest to visit his prot ? g ? s , he finds that things have not turned out as he has envisioned . 
as he travels deeper into the forest , going from village to village , the story is always the same : the doctors were all killed by either the guerrillas or the army soldiers , usually for helping the other . 
when dr . fuentes asks a village woman why the army killed one of the doctors , she replies simply , "" because they had guns , and we didn't . "" 
rational science and all its attempts to cure have been wiped out by the men with guns , because others' sickness and ignorance helps them maintain power . 
dr . fuentes picks up several companions during his journey , all of whom are characterized by their loss . 
first , there is a young boy named conejo ( dan rivera gonz ? lez ) , who has neither a mother nor a father . 
next , fuentes crosses paths with a thief named domingo ( dami ? n delgado ) , who deserted the army because he was tired of being jeered into committing murderous atrocities . 
through his ordeal in the army , domingo has lost most of his self-respect , and defines himself only by his pistol . 
along the way , the group also picks up padre portillo ( dami ? n alc ? zar ) , a priest who has lost his faith . 
as domingo is running from the army , so is portillo - he has been labeled a guerrilla sympathizer , and ran away from the village in which he was preaching . 
last , the group takes on a mute girl named graciela ( tania cruz ) , who hasn't spoken since she was raped two years earlier , her innocence and even her will to live forcefully taken from her . 
sayles two major strengths as a director - characters and setting - are abundantly evident in "" men with guns . "" 
 ( like many of his films , sayles might have tightened this one somewhat in the editing room , but a longer-than-necessary running time is a sin almost always committed when the director is also the editor . ) 
he creates fascinating , complex characters , especially dr . fuentes and domingo . 
their uneasy relationship is also somewhat humorous in context of the film's overarching theme of violence as power - domingo's attempts to control fuentes with his revolver are constantly undermined by fuentes' belief that the revolver is unloaded ( at first it is , but later is isn't ) . 
the setting is also as thick with detail as the rainforest itself . 
sayles knows how to bring a location to life , whether it be an early twentieth-century coal mining town in "" matewan "" ( 1987 ) or a contemporary texas/mexico bordertown in "" lone star "" ( 1996 ) . 
sayles is not a particularly inventive director - he likes to let his actors do most of the work - but he and cinematographer slavomir idziak ( "" gattaca "" ) successfully evoke both the beauty and the danger of the central american terrain . 
sayles also maintains a strong sense of authenticity by filming everything on location in mexico , using all latin american actors , and having all the dialogue spoken in either spanish or native indian dialects . 
the one exception is a couple of bumbling american tourists who work not only as comic relief , but as evidence of just how clueless the united states is about what is going on a few hundred miles south of the texas border . 
it would not be a stretch to say that "" men with guns "" is a depressing film . 
in fact , the two feelings it evokes most are hopelessness and failure . 
in addition to loss , the main characters are also failures at something , whether that be dr . fuentes failure to change anything through medicine , or padre portillo's inability to stand up and be the martyr he always dreamed of being . 
nevertheless , it is bleak material sayles has chosen , and he deals with it accordingly . 
the last shot of the film does offer a hint of hope , even in a world where , as one character puts it , "" nobody refuses the men with guns . "" 
"
neg	"plunkett & macleane is a period piece mired down by modern mtv pretentions . 
i have nothing against the mtv approach to filmmaking -- used properly it can save a movie ( see stigmata ) -- but it ruins this one , making a muddled , incoherent mess out of a potentially interesting premise . 
there are certain genres that just don't go together . 
the film opens with a sequence that i still don't understand . 
it involves some sort of prison outbreak , a robbery , and a gem that keeps being eaten . 
in any case , the caper ( whatever it may be ) brings together plunkett and macleane ( robert carlyle and johnny lee miller , respectively ) , two happy-go-lucky brits with no way to make a living . 
they make a pact to steal money from the rich and give it to themselves until they earn enough money to buy a ticket to america . 
their first heist involves a young debutante named lady rebecca ( liv tyler ) ; a woman macleane was especially friendly with at a party just earlier . 
his decorum when stripping her of her valuables earns our two crooks the name "" gentleman highwaymen . "" 
lady rebecca also happens to be the niece of the lord chief justice , a glaringly arrogant man nearing the end of his political career . 
he demands that the robbers be caught and punished immediately , leaving the job in the hands of the devious chance ( ken stott ) who has a few more things on his mind than catching criminals . 
meanwhile , macleane falls in love with rebecca infuriating the businesslike plunkett , who doesn't want his plans to be foiled by his partner's mindless romantic travails . 
director jake scott , son of ridley scott ( alien , blade runner ) , has his father's knack for setting up atmospheric shots but none of his skill in actually moving the camera . 
most of the action scenes are filmed in such a rapid , jerky way that it's impossible to comprehend what's going on . 
the camerawork is even more nauseating than in the purposefully dizzying the blair witch project due to its lack of fluidity . 
instead of utilizing panning shots to impress upon us the scope of the events scott uses attention-deficit-disorder edits . 
he barely ever holds a shot for more than ten seconds and during the faster scenes it seems more like a couple frames between each cut . 
the weird , almost defiant lack of dialogue ( there are no -- no -- conversations lasting over , say , 20 seconds ) undermines character definition and our two protagonists come off as ciphers rather than characters . 
the love affair between macleane and rebecca is no different , emotionless and unrealistic . 
when the script calls for macleane to decide between going to america and going to meet his lover , there is no reason for us to believe it would be worth it for him to abandon his goal ; he and rebecca barely even speak to each other throughout the film . 
plunkett and macleane wants desperately to be a triumph of style over substance but since its style , quite frankly , blows , the film has no hope of succeeding on any level . 
i wanted to appreciate this movie on the basis of its admittedly kinetic pace but i couldn't -- it was so kinetic it gave me a headache . 
"
pos	"it was easy to fear the worst . 
begin with a classic 1960's television series , add a big budget and an a-list star in the lead role , and stir . 
script , you ask ? 
who needs one , kid . . . 
we've got ourselves a formula . 
that was my fear : a bloated monster without any sense of direction . 
then , much to my amazement , everything that could possibly go wrong . . . 
didn't . 
the fugitive is as lean , taut and tense as anything the action genre has produced in the last several years . 
under the direction of andrew davis ( 1992's under siege ) , the fugitive grips you by the throat from the outset and never lets go . 
expect box office to go through the roof , deservedly , and expect an academy award nomination for tommy lee jones . 
the premise is a simple one . 
dr . richard kimble ( harrison ford ) is wrongly convicted for the murder of his wife after struggling with the real killer , a man with an artificial arm . 
after an escape attempt by some other prisoners during a transfer goes awry , kimble finds himself on the run . 
his one goal : to find the one-armed man ( andreas katsulas ) before u . s . marshall sam gerard ( tommy lee jones ) finds him . 
where the fugitive surprises the most is the script , by jeb stuart and david twohy . 
in a genre where one is almost always asked to allow leaps of logic , the script repeatedly astonished me with its intelligence , its attention to detail and its respect for the audience . 
in an early sequence , kimble sneaks into a hospital to shave of his beard , slick back his hair and change into a lab coat . 
on his way out , a police officer jokingly tells the man he doesn't know is kimble to zip up his pants . 
it's a small moment , but it punches home the urgency of kimble's situation , and exactly what a man concerned about not being recognized might easily forget . 
later , while trying to lose himself in a parade , kimble thinks to drop his overcoat , the most likely way he'd be recognized from behind . 
it's these details which convince us that when a colleague of kimble's tells gerard that he's too smart to be caught , he may just be right . 
credit must also be given to the special effects and stunt coordinators . 
the bus crash which allows kimble's escape is a spectacular sequence , as is a leap from a dam into the water below . 
the action is crisp and brutal , and never romanticized . 
special kudos go to director davis for maintaining a relentless pace which underscores the single-mindedness of the two leads . 
and what a pair of performances those leads are . 
tommy lee jones is nothing short of brilliant as gerard , because he manages an incredibly challenging feat . 
for the first third of the film , there is really no * villain * per se ; kimble is on the run , and gerard is out to find him . 
it would have been very easy to turn gerard into a malevolent , vindictive inspector javert , but that never happens . 
instead jones plays him as a sharp , committed man who's just doing his job , so that when he responds to kimble's comment , "" i didn't kill my wife , "" with a matter-of-fact , "" i don't care , "" we know exactly what he means . 
it's not his job to determine guilt or innocence . 
it's his job to bring in a fugitive . 
this is a well- written character played with relish by an actor at the top of his form . 
the only unfortunate thing about jones' stunning turn is that it's likely to overshadow harrison ford , and that's a shame . 
for his entire career , ford has been underappreciated as an actor due to his pigeonholing as an action hero . 
however , he does a fine job with the less flashy part of kimble , always keeping at the forefront the advantage this man has because of his intelligence . 
the fugitive could only work to its fullest if the two protagonists always seemed to be on equal footing , and ford is up to the task . 
this summer has been loaded with action/suspense films , and most of them have been doing brisk business . 
however , it's time for clint , sean , and various dinosaurs to step aside . 
the chase is on . 
my advice is to catch it . 
"
neg	" "" american pie "" alums jason biggs and mena suvari star in this summer's attempt to capitalize on the youth market looking for a comedy about young people they can relate to that combines generic hollywood cute couple-ness and zany comedy . 
it's about an a+ student ( biggs as "" paul "" ) who gets a scholarship to some college in new york city who sticks out like a sore thumb and falls for dora ( suvari ) a ditzy heroin-chic goth chick who has no ambition or self-respect whatsoever and allows herself to be pushed around just like "" hick-boy "" paul is . 
so we've got a fish-out-water formula mixed with meet-cute romantic comedy which ideally should make for a good movie . 
unfortunately the atrocious screenplay and boring direction by "" clueless "" auteur amy heckerling successfully manages to screw up everything about the film . 
these characters are totally unrealistic and unbelievable - it's as if everyone under age 30 is a stoned raver . 
there's no background or details to anyone or anything , it's just a bunch of cartoon characters running into each other . 
not to mention the story itself which is virtually non-existant and contains so many plotholes it's like swiss cheese . 
even the basic editing is bad . 
if you're looking for a romantic comedy stay far away from this one because it is neither romantic nor funny . 
i saw this in a packed cinema on opening night and the audience barely laughed at all . 
if you've seen the commericials you've seen all the "" funny "" parts ( which are all from the first five minutes ) . 
"
neg	"the second serial-killer thriller of the month is just awful . 
oh , it starts deceptively okay , with a handful of intriguing characters and some solid location work . 
after a baby-sitter gets gutted in the suit- ably spooky someone's-in-the-house prologue , parallel stories unfold , the first involving a texas sheriff ( r . lee emery ) , a gruesome double murder , and the arrival of a morose fbi agent ( dennis quaid ) on the eve of voting for the local lawman's reelection . 
the second pairs a hitch- hiker ( jared leto ) with a friendly former railroad worker ( danny glover ) . 
they're headed west , toward the rockies and away from the murder scene . 
which one is the killer ? 
well , it doesn't really matter , 'cause when writer/first-time director jeb stuart ( die hard ) finally spills the beans , you won't take his choice seriously anyway . 
the whole thing goes south about an hour in , with the tale taking hairpin turns that i certainly couldn't follow . 
and through the whole thing there's quaid , playing with the most intense monotony this side of steven sea- gal . 
i guess i'm glad that i didn't walk out-- there's some nice train stuff at the end and a fun nod to dr . 
strangelove . 
"
pos	"this sometimes-tedious and often-moving documentary charts the life and times of anne frank , the young diarist and most-famous victim of adolph hitler . 
writer/director/producer jon blair has collected a staggering amount of historical material on both anne and the frank family . 
we meet miep gies , one of the family's protectors who is still alive . 
she recounts how she found the diary in the days after the germans captured the franks . 
we watch otto frank , anne's father and surviving family member , in interview footage filmed before his death . 
blair successfully combines these clips , footage , and other historical records to recount exactly what happened during that terrible period of european history . 
as narrated by kenneth branagh and with diary excepts read by glenn close , anne frank remembered retells more than just anne's story . 
we meet and learn about the * many * friends , family members , and acquaintances whose lives were touched by this young woman and her writings . 
winner of the last year's academy award for best documentary . 
"
neg	"i admit it . 
i thought arnold schwarzenegger had a knack for comedy when he made twins and true lies . 
watching him in jingle all the way , i wondered why anyone ever thought he could carry such a lame movie targeted at susceptible kids . 
it was one thing to scare the crap out of kids with the pg-13 kindergarten cop , but parents who let small children see this movie will have to explain themes of violence , alcohol consumption , burglary , racism and child molestation . 
and you know they'll burst out in tears when arnold punches one of santa's elves . 
he later decks a reindeer . 
hey , man , why don't you just kick the easter bunny in the nuts while you're at it ? 
jingle all the way is formula crap that follows the if someone falls on his ass , it must be funny school of thought . 
arnold , sinbad and phil hartman crash to the ground more times in this movie than a special olympics hockey team , and the movie dredges up more cliche and less believability with each successive scene . 
what can you expect from a movie whose entire premise is that two parents can't find a rare toy on christmas eve , and will do anything to get one ? 
arnold is , of course , one of the parents , a crack salesman who is never there for his son . 
he races from the office to his son's karate game , only to find out he missed it . 
and his kid distrusts him because he's never around . 
 ( gee , we haven't seen that in a movie before . ) 
arnold the absentee father becomes convinced that the only way to buy back his son's affection is to get him a turboman doll , which his wife ( rita wilson , who will never be the breadwinner of the hanks household choosing roles like this ) told him to get weeks ago . 
so arnold sets out to find a turboman , which turns out to be more rare than the tickle me elmo was when jingle all the way came out . 
let me back up for a minute here -- arnold's kid is totally obsessed with this turboman character , which is unhealthy beyond belief . 
watches the show , eats the cereal , sleeps on the freakin' turboman sheets . 
i'd try to discourage any further obsession myself , lest any kid seeing this movie think it's a wonderful thing to con your dad into racing out to buy you any toy you want . 
but nooooo , the climax of jingle all the way has arnold dressed up as turboman in a parade , exonerating himself of all wrongdoing in the eyes of wife and son , who don't recognize him until the last minute . 
this is a sad movie all the way through , but it only gets worse after the opening scenes of arnold and mailman sinbad stampeding through a store , racing off to the mall and hooking up with a santa ( jim belushi ) who runs a bootleg toy factory . 
most painful to watch is a scene at a radio station , where sinbad holds off the cops with a letter bomb after beating up the deejay ( an embarrassed martin mull ) who said he was giving away a turboman doll . 
capitalism has produced some pretty evil things ( chia pets ) , but this ode to excess and violent consumerism is one of the most shameful . 
never mind the subplot with perfect neighbor phil hartman trying to seduce wilson while arnold is off shopping ( "" your cookies are incredible "" ) , it's the main plot of the movie that sends the message that it's okay to do whatever it takes to get your hands on what you want . 
maybe that's what christmas is like at the schwarzenegger house , but not at mine . 
"
neg	" "" america's sweethearts "" has an intriguing premise and a great cast , but it isn't nearly as edgy or funny as it should be . 
almost all the problems with the project can be traced back to co-script writer billy crystal , who shows the same lack of discipline with the screenplay that he typically displays while co-hosting "" comic relief "" charity shows with robin williams and whoopi goldberg ( two other paragons of self-indulgence ) . 
crystal ignores a simple , but crucial , rule : for a screwball comedy to work , the characters must be placed into a rigid social setting , because only in that context will their unorthodox antics be humorous . 
 "" america's sweethearts "" takes place at a press junket , where decorum must be maintained in front of the reporters . 
it's a promising set-up , but the screenplay quickly blows off the rules , thus dissipating the tension of the situation . 
by the end of the film , all the lead performers participate in a huge fight with a room full of journalists looking on , but their outbursts are only mildly amusing because the structure has been destroyed . 
john cusack and catherine zeta-jones play eddie thomas and gwen harrison , a beloved acting duo whose marriage hit the skids when gwen began seeing hector ( hank azaria ) , a spanish actor with an ego almost as pronounced as his lisp . 
of the last nine films eddie and gwen made together , six crossed the $100 million mark , but the prospects for their final effort , a space opus titled "" time over time , "" are far from rosy . 
while eddie has spent many months in a new age rest clinic fretting over the breakup , gwen's solo films have tanked . 
to make matter worse , the director of the movie ( christopher walken ) , a "" visionary "" who purchased the unabomber's cabin and had it moved to his backyard , is withholding the film from the studio , insisting that the first screening be held at the junket . 
desperate to win over the press , the studio elects to hire lee ( billy crystal ) , a recently fired publicist , to salvage the situation . 
lee hopes to turn lemons into lemonade by convincing eddie and gwen to pretend to be on the road to reconciliation . 
he enlists the help of kiki ( julia roberts ) , gwen's sister , personal assistant and whipping girl . 
what lee doesn't know is that kiki is in love with eddie , a fact that could temper her effectiveness . 
press junkets are a haven for control freaks . 
studios fly journalists in from around the world and put them up in a plush hotel , with food and drink always at hand . 
generally , on the evening of their arrival , writers are bussed to see the featured film , then ferreted straight back to the hotel . 
the next day , writers go to the studio suites and assemble in groups of five or six for roundtable interviews . 
every 30 minutes or so , a producer , director , writer or actor is brought into the room for a few minutes of questions , with a publicist hovering in the corner to keep an eye on things . 
the atmosphere is one of cordial oppression ? writers are free to ask what they want , but understand that if the studio dislikes a question , they may not be invited to future junkets . 
representatives from tv stations face even more restrictions . 
they get roughly five minutes to interview each member of the cast and crew , with the studio filming the exchanges . 
the "" reporters "" are notorious for tossing softball questions as they suck up to the stars , but to play it safe , the studios stand ready to erase the tapes if anything unpleasant occurs . 
placing two spoiled actors in a setting where image is everything is inspired , but the screenplay undermines the conceit . 
the junket is moved from the handsome , but highly confining , four seasons hotel to a plush resort near las vegas . 
for most of the film , the movie stars run around the sprawling grounds , completely safe from the eyes of the press . 
when they do deal with journalists , the "" it is imperative that you be on your best behavior in front of the reporters "" premise is de-clawed . 
gwen and eddie insult each other while the tv cameras roll , they scream at each other in a restaurant filled with the media and , at the screening of the movie , everyone connected with the film goes nuts , all without any repercussions . 
lee certainly isn't bothered by any of the infantile outbursts ; in fact , he makes arrangements for footage of even more inappropriate behavior to be delivered to the tabloids . 
is the studio angry about his handling of the combative actors ? 
hell no ? they feel lee is a genius for garnering so much publicity for the movie . 
all of which underscores how billy crystal and co-writer peter tolan screwed up their own premise : the comedy in "" america's sweethearts "" is based on barely-in-control people trying to contain themselves in the presence of reporters , except that it doesn't matter because any publicity is good publicity . 
and thus the very set-up for the film implodes , leaving smoke and dust in place of laughter . 
so what about the cast ? 
julia roberts , at her best playing the underdog , is utterly charming here , although i could have lived without flashbacks that exist solely as an excuse to show her in a fat suit ( and not a very convincing one , by the way ) . 
catherine zeta-jones makes a believable brat and john cusack fleshes out his obsessed character enough to make him vaguely sympathetic . 
by casting himself as the publicist , billy crystal allows himself to do roughly the same thing he does on "" comic relief "" - stay on the sidelines of the action while tossing off cornball jokes and snarky remarks . 
in supporting roles , hank azaria wears out his welcome fast with broad gestures and a spanish accent that speedy gonzales would have deemed "" too broad . "" 
seth green is amusing as a toadie , stanley tucci is very good as a ruthless studio head and christopher walken plays the eccentric director with suitable flair , though he has little to work with . 
come to think of it , "" little to work with "" is the operative phrase for this movie . 
as a hollywood satire , "" america's sweethearts "" is toothless . 
as a romance , it is at best a minor pleasure . 
such a good cast , such a waste of their efforts . 
had it not been taken long ago , a better title for the film would have been "" much ado about nothing . "" 
"
neg	"around the end of 1998 , a japanese cartoon came to the usa television , and really wasn't that big . 
in fact not many people even knew what pokemon was , but in 1999 it hit big with kids and adults alike , and became one of the biggest franchises and merchandise seller of all time . 
in fact it even spawned a big screen adventure pokemon : the first movie which for what it was , wasn't all that bad . 
it grossed $31 million in its opening weekend , and went on to make almost $90 million . 
fans thought it was great and now is a second movie in the pokemon craze , "" pokemon : the movie 2000 "" which is far inferior to the original animated movie . 
first up is the plot , which there really isn't much of , in fact the plot what there is : a bad guy trying to destroy the ancient never before seen pokemon , lugia , is about it , except the fact that ash kethcum the worlds best pokemon trainer must try and stop him before he destroys this one pokemon forever . 
well there you go , of course ash is followed by his friends misty , brock , gary and his pokemon friends , pikachu , squirtle , charizard , the usual . 
even though the first movie wasn't a great film , it was definately an enjoyable well-made movie with an actual thin storyline . 
this new movie however is nothing but garbage , there is nothing good to it storywise , and its only good thing comes from some plush animation and colors . 
compared to the first film , this movie is awfully bland , from its opening titles , to the end titles it tries its best to work , but fails miserably at every corner . 
the characters are 1-dimensional , the story thin as chicken broth , and the writing very lame . 
even the so called action scenes are extremely lame , and falls before it even gets a chance to go . 
the voices even aren't that good and almost feels like the stars don't want to be there , like they can tell that this is an extremel bad movie . 
which it certainly is . 
the film has one thing going for it and that is the animation , although not up to disney standards , it is still very good with some interesting cgi's and very colorful animation , the colors jump out at you very fast , and seem very nicely put on film . 
why a film this bad got such a good treatment with its animation is still a question to be answered , hopefully pokemon 3 next year will be much better than this trash . 
for now watch the first one . 
its much much better . 
"
